CampaignID,CampaignName,Region,Industry,Spend,Impressions,Clicks,Conversions,Revenue,ROI
752,Influencer Marketing,Asia,Healthcare,24434.73,273844,10093,1170,36407.7477,0.7485018617854633
753,Email Marketing,Oceania,Retail,8114.63,890214,10438,163,6491.704000000001,-0.2
754,Email Marketing,Oceania,Finance,35795.39,242076,5678,1421,80181.67360000001,1.24
755,Email Marketing,Europe,Education,33675.87,33199,13934,1242,48830.0115,0.45
756,Billboards,South America,Finance,11344.51,447805,18104,281,18604.9964,0.64
757,Email Marketing,Asia,Retail,43306.64,173187,6648,152,35078.3784,-0.19
758,TV Commercials,Africa,Education,20664.0,465150,7481,1644,33888.96,0.3345023876781263
759,Social Media Ads,South America,Finance,15333.24,519551,3041,1922,38026.4352,1.48
760,Radio Ads,Asia,Tech,8464.15,523942,5795,1853,10749.4705,0.27
761,Search Engine Ads,Asia,Retail,14042.23,719676,6501,1102,20642.0781,0.47
762,Email Marketing,North America,Retail,2079.32,15520,15279,256,4096.2604,0.97
763,Influencer Marketing,Africa,Retail,29579.62,644102,14556,1294,64779.36779999999,1.8059289057612997
764,Email Marketing,North America,Tech,42269.31,177527,13197,797,63826.65809999999,0.51
765,Influencer Marketing,Europe,Tech,27900.04,780644,6297,88,37107.0532,0.6229297684311762
766,TV Commercials,North America,Healthcare,11744.42,657652,5550,1691,28069.163800000002,0.800251515130877
767,Influencer Marketing,North America,Automotive,2649.79,969109,18037,632,5167.0905,1.7829648124520439
768,Content Marketing,South America,Finance,11516.78,549243,17496,1803,11516.78,0.0
769,Search Engine Ads,Oceania,Healthcare,21389.95,185121,8478,1638,19678.754,-0.08
770,Social Media Ads,Asia,Finance,38220.96,679277,1981,534,61917.955200000004,0.62
771,Influencer Marketing,Africa,Automotive,10204.3,997797,6899,781,11939.030999999999,0.31965155941815526
772,Influencer Marketing,North America,Tech,36269.78,481797,14697,947,44611.829399999995,0.3643442756298573
773,Social Media Ads,Africa,Automotive,43479.74,260144,13775,1654,99568.60459999999,1.29
774,Search Engine Ads,Oceania,Tech,23243.4,74925,4686,1363,22081.23,-0.05
775,Email Marketing,Oceania,Automotive,41250.17,379360,8530,1222,83325.3434,1.02
776,Influencer Marketing,North America,Healthcare,28178.21,604557,2445,1128,35504.5446,0.4496244867505399
777,Social Media Ads,Europe,Education,32217.45,958458,16559,626,67334.4705,1.09
778,Content Marketing,North America,Healthcare,26787.64,313602,9648,1041,54378.909199999995,1.03
779,Content Marketing,South America,Finance,23695.46,361181,5977,76,19193.3226,-0.19
780,TV Commercials,Asia,Healthcare,12498.02,686473,6885,1529,20871.6934,0.347558432032922
781,Social Media Ads,Europe,Retail,15856.51,109977,15933,200,16490.7704,0.04
782,TV Commercials,North America,Finance,15208.54,515838,5022,1399,34523.385800000004,0.7227805222470491
783,Content Marketing,Africa,Automotive,28601.16,529163,18814,777,65210.644799999995,1.28
784,Search Engine Ads,Europe,Finance,6877.73,493442,4786,530,10385.372299999999,0.51
785,Email Marketing,Europe,Education,45922.79,840371,14507,999,71639.5524,0.56
786,Social Media Ads,North America,Tech,36312.1,39345,18386,1150,47931.972,0.32
787,Radio Ads,Europe,Automotive,20670.84,789976,12305,276,41755.0968,1.02
788,Content Marketing,Africa,Finance,8772.58,973817,13279,1644,12369.3378,0.41
789,Content Marketing,Oceania,Automotive,44217.62,382251,18543,494,55714.2012,0.26
790,Radio Ads,Europe,Automotive,41365.13,918298,16624,1542,63288.6489,0.53
791,Billboards,Oceania,Automotive,36364.36,796086,18273,1331,34909.7856,-0.04
792,Content Marketing,Africa,Tech,14305.81,503814,116,1942,29613.026699999995,1.07
793,Influencer Marketing,North America,Healthcare,20719.89,341310,13474,1197,16990.3098,-0.33283564746434147
794,Search Engine Ads,Asia,Automotive,6034.66,713221,16948,385,11465.854,0.9
795,Social Media Ads,Europe,Retail,10262.94,107406,18311,662,11391.863400000002,0.11
796,Radio Ads,Asia,Education,39367.82,321442,6056,1301,47241.384,0.2
797,Influencer Marketing,Africa,Tech,36036.9,974725,16573,558,67749.372,1.3288202397943285
798,Radio Ads,Europe,Finance,30080.8,317086,4915,1107,74901.19200000001,1.49
799,Social Media Ads,Oceania,Tech,44890.61,537741,19335,1541,95168.0932,1.12
800,TV Commercials,South America,Finance,29580.06,637099,2943,82,34904.4708,0.13070348291043282
801,Social Media Ads,Asia,Tech,23881.43,589223,16072,317,26269.573000000004,0.1
802,Billboards,Europe,Finance,17678.17,394583,17453,208,40129.4459,1.27
803,Social Media Ads,Asia,Automotive,47081.98,708730,1194,1163,73447.8888,0.56
804,Social Media Ads,Europe,Healthcare,5053.06,804760,6224,1791,5204.651800000001,0.03
805,Billboards,North America,Finance,46613.48,25534,19679,1857,105812.5996,1.27
806,Search Engine Ads,Oceania,Finance,41509.02,881712,1504,581,90904.75379999999,1.19
807,Content Marketing,Asia,Retail,7366.57,570608,4082,800,18195.427900000002,1.47
808,Social Media Ads,South America,Finance,28684.23,583458,12615,1648,67407.9405,1.35
809,Billboards,South America,Retail,43460.85,110546,15890,1841,97786.91249999999,1.25
810,Influencer Marketing,Africa,Education,29018.65,614489,12305,1865,25826.5985,-0.21327421283833167
811,TV Commercials,Europe,Automotive,45452.79,768761,12848,1520,44543.7342,-0.012954410555226016
812,TV Commercials,Asia,Retail,47206.21,280784,3192,1886,83554.9917,0.5782845574992146
813,Social Media Ads,Africa,Healthcare,21696.84,241324,14071,1184,36884.628,0.7
814,Search Engine Ads,Asia,Automotive,19488.37,494273,14716,1702,30791.6246,0.58
815,Search Engine Ads,Europe,Retail,46879.74,695409,5033,1239,68913.2178,0.47
816,Influencer Marketing,South America,Automotive,34081.86,408834,5026,188,52145.245800000004,0.9787462036629366
817,Social Media Ads,North America,Automotive,6685.11,243612,4069,206,11832.644699999999,0.77
818,TV Commercials,South America,Automotive,3072.3,721413,3065,744,2457.84,-0.12332048504025704
819,Search Engine Ads,Africa,Education,28666.82,929424,4419,98,35546.8568,0.24
820,Social Media Ads,Oceania,Healthcare,46578.38,316081,9075,808,78251.67839999999,0.68
821,Radio Ads,North America,Tech,42368.19,735084,7208,1467,86007.42569999999,1.03
822,Search Engine Ads,Africa,Tech,34116.54,153279,9241,797,37528.194,0.1
823,Billboards,Europe,Retail,7816.68,206846,16528,757,13522.8564,0.73
824,Radio Ads,North America,Automotive,13457.34,698332,1910,1216,27049.253399999998,1.01
825,Content Marketing,Africa,Retail,43900.05,414015,10373,218,68484.07800000001,0.56
826,Search Engine Ads,Europe,Education,9957.55,736448,9121,502,8463.9175,-0.15
827,TV Commercials,South America,Education,14643.53,432132,18393,1163,22843.9068,0.4213060279017302
828,Email Marketing,Oceania,Finance,7350.43,80463,6464,674,9555.559000000001,0.3
829,Radio Ads,Europe,Education,34129.3,103500,2681,1046,81227.734,1.38
830,Content Marketing,Asia,Finance,47255.13,217772,791,1667,47727.6813,0.01
831,Influencer Marketing,Europe,Healthcare,14179.43,571446,1031,880,27082.7113,1.4803951105755468
832,Influencer Marketing,Europe,Retail,24294.92,94607,13228,741,21622.478799999997,-0.2136053363857263
833,TV Commercials,Oceania,Healthcare,32082.65,916071,14326,1139,50048.934,0.33861022998968887
834,Search Engine Ads,Asia,Education,49973.85,779305,13961,1408,86954.499,0.74
835,Social Media Ads,Africa,Healthcare,6135.6,343840,15575,1615,8037.636,0.31
836,Search Engine Ads,Africa,Healthcare,25429.97,857942,3506,1740,39925.0529,0.57
837,TV Commercials,Europe,Healthcare,19870.89,130076,8439,707,21460.5612,0.04073098739369192
838,Influencer Marketing,Asia,Education,43425.19,68692,17516,1132,57321.25080000001,0.6031427462213848
839,Search Engine Ads,Asia,Automotive,24322.42,665129,17795,603,45239.701199999996,0.86
840,Influencer Marketing,Oceania,Healthcare,6437.9,727104,8679,1620,8433.649,0.5173464674071436
841,Radio Ads,South America,Finance,32086.78,812242,3221,895,74762.1974,1.33
842,Content Marketing,Africa,Education,38768.25,932630,18357,861,72496.6275,0.87
843,Social Media Ads,Oceania,Healthcare,1141.18,171081,16046,1225,1768.8290000000002,0.55
844,Radio Ads,North America,Automotive,43088.88,121718,3848,334,37487.3256,-0.13
845,Influencer Marketing,Africa,Education,10115.13,363076,377,988,16689.9645,1.20937676216951
846,Influencer Marketing,Oceania,Tech,28051.4,534480,18343,1759,58907.94,2.0117838290199024
847,Email Marketing,Africa,Automotive,21374.08,257536,11663,1860,26717.600000000002,0.25
848,Email Marketing,South America,Finance,36263.04,46413,6892,965,78690.7968,1.17
849,Radio Ads,North America,Healthcare,19186.92,153888,14018,1500,23599.911599999996,0.23
850,Billboards,South America,Tech,43618.4,573370,10474,903,95960.48000000001,1.2
851,Radio Ads,North America,Tech,36794.32,861480,4775,1400,34586.6608,-0.06
852,Email Marketing,Europe,Education,32737.95,657418,1270,1351,74315.1465,1.27
853,Influencer Marketing,Oceania,Tech,40015.79,585228,8781,153,66026.0535,1.113939353706844
854,TV Commercials,North America,Finance,37947.13,697490,10817,393,49331.269,0.22725324660476925
855,Radio Ads,South America,Finance,2761.0,574430,12550,225,3451.25,0.25
856,Influencer Marketing,Africa,Retail,20341.98,532780,10780,1394,31123.2294,1.0165229048543747
857,TV Commercials,North America,Finance,46609.56,46468,10168,333,116523.9,0.896747725487457
858,TV Commercials,Oceania,Automotive,7160.49,958202,2562,1048,8377.773299999999,0.09624233212952332
859,Email Marketing,North America,Tech,37117.73,676015,13750,226,36375.375400000004,-0.02
860,Radio Ads,Asia,Finance,48755.0,188969,387,1525,87271.45,0.79
861,Search Engine Ads,Africa,Education,3557.73,433291,18391,960,5799.099899999999,0.63
862,Social Media Ads,Oceania,Retail,34427.5,936863,1261,1580,58182.475,0.69
863,Email Marketing,Oceania,Tech,23939.55,925480,16613,192,46203.3315,0.93
864,Email Marketing,Europe,Retail,29379.59,505413,2463,279,36724.4875,0.25
865,Search Engine Ads,South America,Tech,5181.73,246187,6083,954,12177.065499999999,1.35
866,Social Media Ads,Europe,Education,3107.34,52056,16627,1500,4785.3036,0.54
867,Influencer Marketing,Oceania,Retail,33676.47,61831,8307,879,34349.9994,0.0341790748379541
868,Billboards,Africa,Healthcare,41342.16,855623,14858,1645,85164.84960000002,1.06
869,Radio Ads,North America,Automotive,39318.75,783952,344,1552,74312.4375,0.89
870,Billboards,North America,Automotive,27646.48,918380,17410,1575,37046.2832,0.34
871,Influencer Marketing,Africa,Tech,5893.47,436488,3278,476,10961.854200000002,1.392523686949998
872,Content Marketing,Oceania,Healthcare,34714.18,642405,2276,314,40615.590599999996,0.17
873,Email Marketing,North America,Retail,12852.56,286815,5102,1177,20049.9936,0.56
874,Social Media Ads,North America,Healthcare,45642.37,299192,986,120,106346.72210000001,1.33
875,Email Marketing,North America,Healthcare,42075.0,822395,19882,1023,43337.25,0.03
876,TV Commercials,South America,Retail,35759.77,578242,13821,241,52209.26419999999,0.29675250886991844
877,Email Marketing,South America,Education,47493.45,475525,12242,1724,104485.59,1.2
878,Email Marketing,Asia,Healthcare,2539.67,243192,2754,1617,6222.191500000001,1.45
879,Influencer Marketing,Europe,Healthcare,37073.82,367574,12084,1755,58205.8974,0.9277412437881207
880,Influencer Marketing,Africa,Education,17181.9,535005,17855,1765,28521.954,1.2129625410754132
881,Influencer Marketing,Africa,Healthcare,45397.23,283820,7235,1625,80353.09710000001,1.3638915492261983
882,Billboards,Africa,Healthcare,14067.08,407650,420,1533,33479.6504,1.38
883,TV Commercials,Asia,Healthcare,36517.97,190882,4754,604,82530.61219999999,0.7370568136800543
884,Content Marketing,South America,Automotive,44004.7,128696,16231,1587,47965.123,0.09
885,Content Marketing,Oceania,Finance,3041.18,927262,10870,1306,4683.4172,0.54
886,Influencer Marketing,Oceania,Education,20484.73,14994,6653,1736,32570.7207,1.0711010564003078
887,Social Media Ads,Asia,Healthcare,38353.14,800666,11659,182,82075.7196,1.14
888,Billboards,Oceania,Automotive,23291.03,79300,9109,982,42389.6746,0.82
889,Search Engine Ads,Africa,Education,14095.38,316093,13582,1040,26922.175799999997,0.91
890,Social Media Ads,Europe,Tech,11770.46,571693,7598,1188,29426.149999999998,1.5
891,Radio Ads,North America,Tech,7444.4,307016,6736,1555,6923.292,-0.07
892,Radio Ads,South America,Healthcare,42999.35,314359,7462,555,50739.23299999999,0.18
893,Social Media Ads,South America,Automotive,29192.41,557473,16495,557,43496.6909,0.49
894,Influencer Marketing,Asia,Automotive,4742.86,708802,16678,1954,6592.575399999999,0.6033416649445749
895,Search Engine Ads,South America,Education,19746.44,526479,2637,527,16587.009599999998,-0.16
896,Search Engine Ads,Africa,Education,19018.95,454975,19326,1953,18258.192,-0.04
897,Billboards,Oceania,Automotive,9905.22,837585,15316,923,19414.2312,0.96
898,Search Engine Ads,Africa,Education,22339.87,349679,18713,224,51158.302299999996,1.29
899,Radio Ads,Asia,Automotive,17272.87,667941,3109,143,28845.6929,0.67
900,TV Commercials,Africa,Finance,17748.38,61717,14309,294,30527.213600000003,0.5383303397799153
901,Influencer Marketing,Oceania,Automotive,37212.3,12763,15775,1159,45771.129,0.45224164986725574
902,Search Engine Ads,Europe,Tech,11939.91,365054,15129,1954,25193.210099999997,1.11
903,Billboards,Asia,Education,32451.14,65480,2177,1472,67498.3712,1.08
904,Radio Ads,Europe,Automotive,28961.83,704119,14007,1882,52131.294,0.8
905,TV Commercials,North America,Automotive,28836.53,217139,3967,695,33450.3748,0.11178136763879261
906,Email Marketing,Europe,Education,33487.36,128094,16252,1185,32147.8656,-0.04
907,Email Marketing,North America,Finance,27870.72,690667,4973,340,25362.3552,-0.09
908,TV Commercials,North America,Finance,44083.5,761731,8735,1571,79791.13500000001,0.5269423512563443
909,Radio Ads,Europe,Education,34103.42,545352,397,1416,75027.524,1.2
910,Billboards,Asia,Retail,27801.2,86848,13195,1148,62830.71199999999,1.26
911,TV Commercials,Oceania,Education,41658.39,571836,9136,903,66236.8401,0.4222664414398317
912,Influencer Marketing,Africa,Education,30701.18,178017,1115,1515,65393.513399999996,2.1609138893325044
913,Influencer Marketing,Africa,Finance,15266.07,975441,1484,1317,36791.2287,2.5438867828048335
914,Email Marketing,Oceania,Finance,11147.65,802908,8845,908,14157.5155,0.27
915,Search Engine Ads,North America,Education,8464.06,454972,18834,1108,12526.808799999999,0.48
916,Billboards,North America,Education,45073.31,886533,17753,1199,107274.4778,1.38
917,Email Marketing,Asia,Education,35796.64,536670,1360,1222,49041.3968,0.37
918,Search Engine Ads,South America,Finance,46931.54,452899,7801,87,110289.119,1.35
919,Search Engine Ads,Europe,Education,30561.3,491215,10501,956,75486.41100000001,1.47
920,Content Marketing,North America,Education,24196.64,710636,15619,1635,46699.515199999994,0.93
921,Influencer Marketing,Africa,Healthcare,3926.11,960906,11964,697,8598.1809,2.0077120660767633
922,Radio Ads,Asia,Retail,33910.47,495097,15781,30,70194.67289999999,1.07
923,Social Media Ads,Europe,Tech,29528.23,513516,5643,575,58761.1777,0.99
924,Radio Ads,Asia,Retail,49520.24,430162,18365,1217,65366.7168,0.32
925,Social Media Ads,Europe,Healthcare,12718.78,613986,12588,1904,11446.902,-0.1
926,TV Commercials,Europe,Tech,27006.13,780050,10179,1255,37268.4594,0.29766886041855234
927,Influencer Marketing,Oceania,Education,32896.91,777669,10844,836,63491.03630000001,1.5403327982900759
928,Search Engine Ads,North America,Healthcare,32584.97,949839,3909,1361,31607.4209,-0.03
929,Billboards,Asia,Education,28503.38,55095,7306,188,23372.7716,-0.18
930,Social Media Ads,Asia,Finance,39069.47,483146,13846,1821,40632.2488,0.04
931,Radio Ads,Oceania,Automotive,11044.08,402118,16095,1145,22309.0416,1.02
932,Search Engine Ads,Africa,Healthcare,36555.73,823629,16135,1769,89561.53850000001,1.45
933,Social Media Ads,Africa,Finance,31366.99,924051,11771,1759,77476.46530000001,1.47
934,Social Media Ads,North America,Healthcare,44907.68,556298,13310,1092,73648.5952,0.64
935,Content Marketing,North America,Healthcare,42512.53,427339,17893,1360,96928.56839999999,1.28
936,Social Media Ads,South America,Finance,16442.2,360067,5297,914,33706.51,1.05
937,Billboards,Oceania,Tech,14535.63,668250,15653,1654,23983.7895,0.65
938,Influencer Marketing,Africa,Retail,49101.01,402670,7552,1930,86908.7877,1.3370585390510599
939,Billboards,Europe,Education,26835.99,119162,8818,678,27641.069700000004,0.03
940,Email Marketing,Asia,Healthcare,45414.63,393071,14959,200,108540.9657,1.39
941,Search Engine Ads,North America,Education,9030.17,280170,2272,1233,12642.238,0.4
942,Influencer Marketing,Asia,Automotive,32498.13,337069,13258,1345,50697.082800000004,1.099358389317554
943,Content Marketing,Asia,Finance,40683.15,603130,16763,717,78925.311,0.94
944,Influencer Marketing,South America,Education,47422.37,305809,19153,1068,64968.64690000001,0.5900556769914268
945,Influencer Marketing,Africa,Finance,17529.67,281421,11185,388,21561.494099999996,0.4227847784763147
946,Radio Ads,North America,Education,36524.08,183311,4081,396,68300.02960000001,0.87
947,Influencer Marketing,Asia,Retail,27401.84,450880,5347,1791,23017.545599999998,-0.2983613542858498
948,Content Marketing,North America,Retail,3970.82,844440,10653,246,8060.7645999999995,1.03
949,Billboards,Europe,Retail,34809.99,811115,6235,625,58132.6833,0.67
950,Influencer Marketing,South America,Retail,34814.73,666030,5673,1552,63710.95590000001,1.3997437513189037
951,TV Commercials,Europe,Retail,46599.73,230283,13831,292,87141.49510000001,0.453559894843707
952,Search Engine Ads,North America,Retail,25368.31,683249,7289,10,43126.127,0.7
953,Influencer Marketing,North America,Finance,12282.3,458828,14641,1764,21985.317,1.229506043020742
954,Search Engine Ads,Africa,Healthcare,3183.63,709895,10978,473,6239.9148000000005,0.96
955,TV Commercials,Asia,Education,21366.47,350686,11187,1263,44442.257600000004,0.804963451510972
956,TV Commercials,Asia,Retail,15793.92,326463,13767,976,32219.5968,0.6913898259380368
957,Search Engine Ads,Europe,Finance,38293.33,255144,2876,181,87308.79239999999,1.28
958,Social Media Ads,South America,Finance,18359.12,888499,9411,1120,20562.2144,0.12
959,Email Marketing,Oceania,Finance,47504.49,686999,7797,1586,70306.6452,0.48
960,Radio Ads,Asia,Healthcare,48153.2,205784,14729,1156,116049.212,1.41
961,Social Media Ads,Africa,Education,31424.52,944137,8486,852,46194.0444,0.47
962,Social Media Ads,Europe,Healthcare,46504.35,786505,17146,1331,46969.3935,0.01
963,Billboards,Europe,Tech,38281.86,962164,8144,1918,64696.3434,0.69
964,Radio Ads,Oceania,Finance,27796.12,341119,9715,1962,27518.158799999997,-0.01
965,Radio Ads,Africa,Tech,9835.09,173244,15134,699,11212.0026,0.14
966,Social Media Ads,South America,Automotive,23471.3,462413,5160,584,58678.25,1.5
967,Influencer Marketing,Africa,Retail,28482.85,111158,11000,1517,48990.50199999999,1.2080786703122375
968,Billboards,South America,Retail,43334.12,986351,5681,174,55467.6736,0.28
969,Billboards,Africa,Healthcare,24585.34,808009,2114,1732,61217.496600000006,1.49
970,TV Commercials,Africa,Education,44986.06,873731,13097,392,109765.9864,0.8336505729272504
971,Content Marketing,North America,Tech,34043.1,816608,10735,218,52766.805,0.55
972,Radio Ads,Europe,Education,7712.95,971890,13748,1772,9564.057999999999,0.24
973,Social Media Ads,Africa,Healthcare,49754.09,73972,7248,1465,110951.62069999998,1.23
974,TV Commercials,Oceania,Retail,26834.4,916450,18848,1422,54205.488000000005,0.641868048974608
975,Search Engine Ads,Africa,Education,20201.06,493007,14122,1593,39796.088200000006,0.97
976,Email Marketing,Asia,Education,33296.57,444219,6019,233,77248.04239999999,1.32
977,Content Marketing,Europe,Retail,6335.77,292140,15986,12,12481.466900000001,0.97
978,Content Marketing,Asia,Tech,32190.39,635210,6738,381,41203.6992,0.28
979,Content Marketing,Europe,Retail,25413.56,883030,4751,1720,50318.8488,0.98
980,Billboards,Asia,Education,20927.03,570219,709,1479,27623.6796,0.32
981,Search Engine Ads,Africa,Tech,47697.98,658456,8040,620,99688.7782,1.09
982,Content Marketing,Africa,Tech,26604.45,176782,10448,125,49218.232500000006,0.85
983,Search Engine Ads,North America,Retail,11736.76,133099,3966,1303,10915.186800000001,-0.07
984,Influencer Marketing,Oceania,Education,23489.21,568981,16855,456,39226.9807,1.2897290596205826
985,Content Marketing,Asia,Healthcare,46049.98,963244,17099,1401,63548.9724,0.38
986,Email Marketing,South America,Education,9628.68,118944,2353,1286,13095.0048,0.36
987,Search Engine Ads,North America,Finance,11483.89,758943,5042,1350,20900.679799999998,0.82
988,Search Engine Ads,Asia,Automotive,1638.45,741862,12430,424,2211.9075000000003,0.35
989,Email Marketing,Asia,Healthcare,1695.31,813806,964,1128,3594.0572,1.12
990,Content Marketing,North America,Tech,41640.19,257572,1368,1818,38308.9748,-0.08
991,Email Marketing,Africa,Healthcare,36874.01,353615,7554,901,70798.0992,0.92
992,Search Engine Ads,Asia,Tech,18397.01,580201,13766,1057,40105.4818,1.18
993,Email Marketing,Africa,Tech,35217.25,920115,12470,1661,68321.465,0.94
994,Search Engine Ads,North America,Healthcare,20365.09,207097,5329,672,33602.398499999996,0.65
995,Search Engine Ads,Africa,Tech,47691.94,840948,16409,1883,115414.4948,1.42
996,Influencer Marketing,Europe,Tech,48385.58,622084,18721,1083,63385.109800000006,0.5149503610420201
997,Social Media Ads,South America,Finance,20246.9,298213,4154,1535,16804.927,-0.17
998,Search Engine Ads,Asia,Education,42856.87,914765,1035,727,65571.0111,0.53
999,Content Marketing,Oceania,Education,38881.36,983737,12272,1531,33437.9696,-0.14
1000,TV Commercials,South America,Automotive,16190.0,94811,10630,1368,39179.799999999996,0.9687829671650505
